UnitID,in-state-tuitition-2018
120838,16005
120865,29469
209612,42594
130110,17070
140720,14226
136330,29950
136358,2444
154174,9096
246354,7170
120953,1288
120971,1338
199263,1867
227386,3120
364016,2094
227401,3900
178721,10774
243823,15564
147916,11100
121044,1348
136400,3155
186034,5910
233019,4608
233037,4588
227429,8495
194392,27621
439871,
176239,3500
214883,15060
221643,4180
459514,
236258,4347
214892,20000
214944,
214971,37096
215053,25000
442356,27568
366252,16350
414911,7980
261861,13170
214582,13230
214777,18436
214801,14516
214689,15190
214698,13694
214704,15190
214731,14460
214740,13632
214591,15190
214759,13632
214786,13694
214713,15190
214768,14460
214670,14460
214795,13694
214625,13694
214810,14398
214634,13324
214643,13568
214652,14460
214829,14460
479956,13988
136473,2704
121150,51992
236212,
181534,7260
199306,29574
107600,12714
107619,3200
189282,34700
105428,2094
140818,24464
199324,2547
489937,9480
218520,4985
233116,4678
235237,3783
439145,3831
443492,4918
127820,3726
440794,21076
105525,2118
105543,
442967,
461689,
434140,
442134,
404912,
489812,
456038,
486813,
460136,
445230,
260691,
486822,
449074,
368629,
105534,
167455,30860
174570,4066
453109,
177302,
210076,13338
199333,1930
155681,7100
216782,24919
215381,20945
215390,
215415,16817
121257,52236
490878,13794
260813,19286
207625,
428143,
260789,13794
447379,
445258,
432384,13794
480204,13794
121275,17235
245962,
194499,12450
183080,13770
121309,34600
215442,30130
138868,20600
136516,3366
456481,12090
456490,11580
190451,12145
121345,51075
205027,22092
121363,1322
209746,4088
209807,8783
130183,16610
237701,4248
148007,9162
227526,9959
155715,3492
194578,50038
218539,37842
490045,6860
105589,30501
219295,19830
163657,6050
186131,47140
437750,17000
454908,
205054,15391
455770,29372
217402,48764
380438,13516
127884,5050
490805,7582
243780,9992
199412,33532
167525,6306
148131,27770
130217,4306
130226,46780
167534,5538
384421,11900
194657,12450
194693,12950
194666,7750
186186,11100
194736,8800
405854,13600
484871,9000
205124,10800
194763,9800
233277,10627
174604,5325
186201,14080
207157,13640
233301,38155
199421,2373
233295,40000
227687,4505
178891,14457
233310,4708
186645,5376
138309,10935
448673,10935
480657,10935
175014,10935
200013,10935
450571,10935
215585,9390
127909,4008
207069,4962
209922,54200
117052,1304
490230,5300
105659,
231651,17288
167598,39820
127918,35610
101994,4500
140872,22422
440271,16950
375416,14467
223463,15069
377111,15069
460783,11901
372958,16950
451857,17327
160524,16694
438869,16950
412599,16694
366535,15069
445249,15022
445203,15069
451866,15390
148256,5700
194824,52305
236382,5377
217420,8776
217493,48370
221351,46504
227757,45608
233338,7823
227766,3330
148292,6000
199449,2516
186283,41310
175236,5759
136774,44560
121886,1360
105668,2094
239628,41835
436304,4079
183114,7175
173063,5570
121901,1420
233408,15849
183211,31090
221397,4143
233426,42819
199467,2642
215655,29420
148335,26700
194958,30686
199476,2561
170967,22312
174738,5636
195003,40068
148380,8924
148405,30050
179043,36590
199485,1940
195058,5037
180595,27566
127945,17963
217518,33336
207661,6870
209940,4344
136950,48335
148487,28963
207670,4124
152318,48012
439899,8756
215682,13380
215691,19486
490832,
421513,
373085,
452081,
480550,
484349,
456506,
460109,
481863,
183877,4545
184791,5420
184782,13422
199494,2626
167631,4424
176318,9700
186371,14501
186380,14638
186399,14085
449506,
122180,1104
490160,
172033,19325
130253,39820
122205,1328
447458,23899
476948,
485139,
446525,25061
441070,2040
172051,9819
154235,30016
183239,40200
149028,25342
148876,13200
199582,17890
216047,20655
174783,8228
227845,43300
195702,16300
215743,35066
195720,33120
137272,21000
137281,2839
174792,43356
160409,17868
161518,34610
215770,43880
137032,22220
179256,11610
179308,4695
179159,42166
236452,35656
152381,29510
152390,40800
123554,45686
174817,33560
486424,16300
231059,43640
239716,36593
175041,5560
186432,36402
215798,34430
148627,33380
199607,28566
186469,5700
237783,16700
167729,10278
155830,7080
163851,9582
180647,6349
230746,3781
466523,
167738,
217536,38986
227881,8062
195289,13476
102049,30490
199625,2547
227924,7170
123527,1238
112084,30438
122339,1142
122375,1142
122384,1142
122409,7460
122454,44778
122506,44810
122597,7254
486239,10400
227979,2580
122658,1104
122685,
122746,1356
122755,7721
188100,1474
199634,2598
121619,1142
122834,10000
122852,10000
433420,10000
122889,1374
122931,49858
137096,2563
188137,2115
188146,32346
122977,1142
123013,1282
399212,1142
195304,54010
148672,10460
140951,36410
140960,5743
140942,2744
195322,4593
404338,14360
377218,
143048,49610
197151,38000
172200,4942
228042,26900
105747,2094
123165,52966
236513,3795
488448,30240
236577,40893
236595,42885
102058,7115
207740,4440
137209,3131
475839,8700
186584,40588
215947,34660
221519,45120
155858,3040
195438,9460
123280,12060
123299,1185
199643,16480
148821,5792
205443,7439
102067,4189
233541,31920
237792,7328
240666,3120
480499,4510
216010,12086
236610,3802
107840,4904
140988,21730
448309,9680
195474,35735
172264,25932
123341,1142
182458,32639
239743,27360
167783,39600
461759,5310
154350,37663
123457,27700
205470,3674
219374,3154
219408,4410
200466,3910
236638,4200
195526,52596
123509,1447
216038,10205
167835,50044
102076,4500
230597,3692
399911,31776
123563,1140
157711,4080
123572,7724
488077,8490
107974,2940
218733,10740
173911,5417
160913,2946
123642,
220552,18000
219347,10400
219356,8441
366003,6660
137315,3165
482699,3254
141006,2794
216083,16608
434061,4205
105792,2094
197850,1995
228158,3464
236656,4401
236504,4515
149365,10786
409315,4020
480073,17014
480082,17014
251312,17014
481720,17014
101116,17014
468024,17014
139579,17014
449898,17014
224776,17662
133465,17014
459259,17014
475121,13354
459268,17014
156338,4080
107637,3480
181640,3570
157739,4080
417734,17580
179557,7185
219426,6110
176336,5165
199759,10730
428170,19024
154378,5400
199722,2589
148937,5760
160612,8153
207847,6750
368911,2834
137564,25360
221661,21550
107983,8346
107992,4810
123952,43800
399869,17335
117575,15600
117672,8244
130493,10538
139986,2840
149222,13932
149231,11493
161545,3710
228246,52498
206862,25178
183026,31136
210146,9287
487162,2704
205966,4412
490063,5409
366553,14400
446552,
251260,4140
160621,8666
160630,6421
160649,4184
230603,6676
231086,24775
233611,15900
217776,24700
237817,3724
233082,14202
233639,4583
179326,23358
382911,3970
442879,
175078,8610
176354,3200
221485,4155
228316,3798
451556,15000
402776,22588
104188,23044
233648,4591
239910,4340
228468,20732
228325,19994
228486,8136
207856,13880
123800,1338
155900,28750
154396,5664
199731,2213
143215,12240
188216,1095
172307,6105
207865,7005
210155,5942
228343,40560
160579,4185
157757,24000
413680,
126605,15743
207254,17975
218830,5550
218821,16860
141060,28181
433563,21525
157766,20400
236692,3460
236708,3460
148991,9990
172334,27750
102234,37584
167899,36535
167905,6066
195164,33331
175005,38170
262031,3888
172291,7738
174756,5359
195173,26188
195809,40520
183248,22933
195191,19700
195216,52990
442426,
179511,
154262,20440
163912,14496
174844,46000
189811,36771
195784,17004
137078,3352
227854,7170
137476,29730
130448,15563
199698,25874
163976,51795
245652,52320
195562,26560
195544,26550
179265,29451
228149,29300
195243,30750
446561,
483814,
243744,49617
199740,2661
205841,3686
135391,3074
179539,4200
177977,6060
196176,7775
448600,12592
205887,12762
475565,5194
228431,7716
179548,30344
155937,24985
231095,37588
137546,44490
186867,50554
460899,16968
474906,16968
446677,16968
438151,16968
230630,16968
477950,16968
230621,16968
178767,12720
164173,35490
102270,10792
186876,13404
366340,2645
167996,41300
196097,9257
438498,15135
450377,13857
458885,13857
450298,13857
131803,13857
449038,13857
458919,13857
459994,13857
430184,13857
458955,13857
453215,13857
453163,13857
443784,13857
458964,13857
443766,13857
458973,13857
233684,13857
456621,13857
366395,5600
168005,37270
228501,8072
433466,
157270,22919
195988,5690
157793,25950
447953,9324
181543,6560
208512,
487311,13065
196060,9490
196158,8286
196219,8498
189547,5165
196130,7976
196121,8154
196167,8408
196237,7883
196194,8191
196246,8148
196200,8221
196033,8139
196103,8543
196006,8327
196015,8130
196024,8120
196149,8300
196264,7185
196291,8074
196185,8166
196112,7998
197294,4743
199768,2540
216278,45470
247603,8850
216287,50822
196389,21200
233718,37155
196413,46755
155973,27220
236753,4146
124113,1410
102298,12340
137759,2026
137777,13250
186900,13300
196440,5800
451404,7600
196431,9300
216311,8900
228529,7367
228547,2862
149310,11175
449524,10418
152530,32885
217712,5020
149329,13500
228608,4056
216339,16658
221838,7776
221847,8513
221731,23800
206011,4352
228699,3388
226152,7143
228723,11234
224554,8434
224147,8750
228705,8462
459949,8216
224545,6963
228875,44760
228884,10008
441487,15869
228981,29960
229063,9173
227377,4398
487320,5123
228459,9985
229115,8860
229160,27800
229179,7486
216296,7830
138813,17590
451820,17662
450085,17590
197832,17122
200624,23341
126702,17626
132338,17698
222938,17662
448345,14818
182111,17410
451796,15826
210942,17914
428444,17410
210960,17626
451662,17014
208239,17410
452027,17122
458982,17662
234492,17554
449010,17590
458496,17590
440341,17590
132408,11100
455664,13530
201821,16477
437635,
480833,
489283,
392257,
449250,
142294,28755
187134,16149
193645,36618
195234,31612
174899,36212
197285,21015
206589,48600
430485,27700
235167,7591
148177,17482
428286,17482
192110,43170
454184,35400
439701,14400
161208,22775
117751,33020
167057,46930
193654,47276
215637,23550
195128,29864
100751,10780
202763,33320
180489,7063
180692,5502
137847,28426
221740,8664
221759,12970
221768,9236
228769,9952
228778,10398
228787,11528
228796,7851
229027,7969
228802,7822
229018,5782
227368,7587
215105,43100
233897,9825
138354,6360
214023,12097
486123,19800
216357,30830
124292,24500
161563,26110
187046,7300
157809,30270
183275,21000
233754,4679
141167,16940
179645,5250
129808,4356
233772,5434
206048,24000
420723,3852
141185,22104
442781,932
196565,6014
196583,10750
176406,10600
196592,18200
459727,14600
164076,9694
157818,37290
210234,5445
221892,25100
199795,2363
218885,5468
206154,9100
448859,16779
216454,16646
216427,16408
216445,16594
216436,16640
443377,16779
460747,27454
218894,4860
450979,9240
152567,31540
414878,10832
128258,5027
137953,11640
200484,16140
149505,28675
130590,54770
137962,16340
146755,27458
135610,12450
149514,30750
459161,
229267,41344
225308,4350
131876,23690
149532,9726
196653,17110
102368,8692
182500,3075
141237,19480
178615,7656
168148,54318
160755,52960
207935,3221
207962,
130606,4276
200527,2250
221953,23700
102377,22170
229355,4524
196699,5354
441371,
481252,
210270,4991
486354,8907
157863,26080
196866,53490
181738,23070
187198,9608
206279,12896
221971,31510
197027,1020
447050,12020
197018,13800
200554,4252
459204,35070
161572,28350
446589,
446598,15440
106041,
196088,9828
363934,20928
200800,10270
200846,6116
100663,8328
100706,10280
102553,6690
102614,6262
102632,6828
442930,
104179,11877
106397,9062
106245,8998
106485,7462
106412,7408
107743,3024
106999,2790
107725,2980
107585,3308
108092,5577
107664,5170
161873,8824
128744,32250
110635,14170
110644,14419
110653,13738
110662,13261
445188,13598
110671,13917
110680,14018
110705,14451
110714,14020
106704,8524
132903,6368
176965,7520
206941,7100
237312,30400
144050,56034
201955,6010
201946,5316
201885,11000
126614,12086
126580,8314
126562,9107
129020,14880
436827,12838
463056,12828
436836,12848
436818,12838
224323,38716
202480,41750
130943,13160
127060,48669
169716,41158
153278,29710
150534,35394
134130,6381
484473,3876
457402,7410
139959,11818
129525,38910
141565,7648
141574,11754
141839,3158
141981,7440
160065,13220
225511,9706
225414,6718
225432,6470
225502,6805
142285,7488
145600,13704
148654,11413
145637,15074
151263,28390
153658,8965
200156,21158
155317,10824
157085,11942
117140,41450
160658,9888
159993,8470
157289,11264
161253,10902
161217,7808
161226,9458
161235,7965
161244,7680
161341,7885
437097,9450
200217,18224
226471,27600
232681,12128
163338,8042
163268,11518
163286,10399
163204,7296
166629,15411
166638,13828
167987,13571
166513,14800
220862,9317
135726,48484
170976,14826
171137,12472
171146,10842
174075,11814
174233,13344
174251,13072
456959,13352
174066,14417
176017,8300
178396,9787
178402,8011
178420,9590
101693,22210
101709,12400
199069,19700
204185,29890
181215,7294
181394,7630
181464,8978
182281,7665
182290,7599
161457,36530
183071,14850
183044,18067
129941,38170
187958,1932
187976,2224
187985,7448
188225,1974
188049,1758
159939,8484
101879,8480
199111,7145
199120,9005
199139,6832
199148,7250
199281,6014
199184,9338
199218,7000
200280,8447
136172,6394
482680,4421
227216,10544
484905,7848
127741,9546
154095,8699
204486,11050
174491,30794
152080,51505
207500,11538
209551,11931
215062,53534
484613,9608
484631,9858
484640,9960
484668,9920
484677,9926
420042,9900
442161,9926
484695,9920
484710,9857
445300,9960
405997,9960
484729,9960
484783,9960
484756,9940
380465,9960
484765,9840
432223,9960
450483,9960
157535,20338
215266,13900
215275,13870
215284,13876
215293,19080
215309,11788
209825,44026
180258,24440
236328,48090
121691,48072
217484,13792
233374,50910
205203,26175
195030,52020
152336,29430
130314,38033
155812,27720
122436,47708
122612,46250
207722,7200
215929,43310
219383,27980
102094,7812
218645,10502
218654,10647
218663,11862
218672,6948
218681,6948
218690,6948
218706,6948
218742,11520
219471,8772
137351,6410
451671,5587
448840,5821
123961,54259
151306,7970
161554,8638
176372,8218
148584,31470
174914,41133
227863,32660
156541,23000
131399,5756
225627,29990
107558,23750
120883,46346
442639,13884
384412,13884
215132,39994
188182,16200
449870,11940
206084,9547
207971,41509
230764,8884
216542,21370
231174,17740
234076,16853
377555,10911
236948,10974
377564,11046
101587,9204
141334,6226
240055,5172
491303,6750
240268,8816
240277,7878
240329,9096
240444,10533
240453,9565
491288,6750
240365,7587
240374,7389
240462,7536
240471,8013
240480,8209
240417,9456
240426,8109
240189,7662
240727,5217
154493,29600
429128,7124
206330,22452
216524,50360
206349,31150
446604,11500
230728,7870
230737,5652
197045,20676
141264,6410
138187,2474
200572,7406
449445,
377652,
377661,
377670,
216551,29975
486257,5160
152600,38760
199838,1948
221999,47664
149639,28434
123651,32430
197133,55210
455567,11093
245342,11484
442408,11377
373058,11982
440873,11068
481988,12850
480514,11723
404374,11736
404383,11826
437060,10427
148140,11007
404365,11172
445559,11580
436191,11346
440882,11529
440891,11237
188340,24550
125028,1388
175157,5325
231165,14690
229504,4650
213914,14980
223472,14640
125091,1126
229540,4050
197142,22080
216597,51284
152637,5737
482228,5680
449834,8210
458256,
441928,
460774,
450191,
420307,
456056,
450289,
458593,
475370,
480107,
484978,
480815,
454625,
420316,
441919,
455716,
475617,
483319,
460844,
445090,
452115,
389727,
460923,
475352,
475866,
460853,
475592,
234030,13624
233903,4598
460376,9608
206394,20439
234085,18214
233921,13230
234155,8726
234164,17448
234137,9800
234173,36660
233949,5228
449764,19500
365204,14450
377342,
240107,27150
222053,4133
218919,12630
152673,42250
403487,9743
226879,13654
197197,45380
199847,51400
199856,2768
125231,12465
154518,21664
236887,4455
236896,27495
206437,29150
222062,4128
210304,24500
480198,8520
138275,21216
245625,4890
199865,35244
154527,39730
156082,7978
216667,46628
162210,23400
234207,50170
164216,44820
161581,3636
206446,3978
236939,11391
179867,51533
172617,3960
392840,23700
149727,7530
240125,4340
486594,7320
229780,18510
199892,2524
172635,3107
181783,6848
172644,12729
216694,24010
229799,3760
197221,48775
138293,25358
230782,5712
179894,27100
220206,18458
168218,51148
197230,39600
447999,
470047,
236975,3779
168227,34977
131098,26406
141325,22370
130697,52804
216764,10111
441229,20300
477039,26435
443331,34635
485272,21331
458229,34635
458210,34635
139278,2838
125462,1380
448594,1380
157483,4080
237932,7380
125471,1220
172671,4466
229814,7846
125499,1183
442383,12625
237987,12625
237996,13090
238014,4036
237899,7546
238032,8376
237686,3552
237950,6960
237969,30752
490133,7020
200004,6897
130776,10418
219480,7360
433387,6070
149772,12897
106102,6000
154572,4200
157951,10202
172699,11943
181817,2760
182564,3045
168254,35740
188304,6066
208035,3878
210429,9198
199908,2577
128391,9802
224679,
240170,3965
224660,
229832,3900
237011,8183
240693,2953
168263,9715
179946,25940
216807,36276
230807,33860
125727,44044
216825,9090
229841,3566
237039,4460
149781,35190
168281,50850
238078,28110
168290,36350
434751,4281
183105,7664
237057,49780
125763,46310
237066,42186
156107,7323
156125,8432
156134,
216852,44166
206491,13250
229887,12306
199926,2572
216931,34896
210401,48158
176479,12300
122728,30550
179955,33620
222105,6255
187444,12652
199272,28700
154590,25000
149842,9666
179964,23260
107877,17320
168342,53550
218955,4344
443340,12850
200341,5163
206507,25000
131113,10940
217013,24452
199953,2268
141990,3064
199962,31120
175272,9379
199999,5941
218964,15220
141255,2794
240198,4662
240338,29140
206525,38730
218973,41955
125897,38460
455512,1124
164313,6192
168421,48628
168430,9532
401223,5940
206613,5842
206604,8730
441089,
132268,
240718,
234377,4613
206622,37230
160904,23606
237109,4409
130794,51400
106148,2280
490319,7430
434937,10000
420325,6800
197647,11800
486017,7300
375230,8000
481410,11300
247773,6800
488350,7700
476692,9000
197601,12000
491057,12200
190752,11750
455257,9200
197674,8500
431983,9500
126076,14700
490504,9050
490276,13675
197692,15235
441609,12500
486026,10700
451398,12250
197708,42000
481438,11000
487746,8750
363712,8400
451370,10650
488101,11500
405058,10000
217040,9200
197735,10000
197744,12740
181853,18760
217059,19430
420440,3570
218991,4817
141361,29062
206695,8451
375939,
217077,
126119,1124
204255,4646
